pickup_hour,rank,zone_id,trips
2023-11-09 12:00:00,3,161,380
2023-11-09 12:00:00,4,138,340
2023-11-09 12:00:00,5,162,228
2023-11-09 12:00:00,6,163,225
2023-11-09 12:00:00,7,142,224
2023-11-09 12:00:00,8,170,213
2023-11-09 12:00:00,9,230,207
2023-11-09 12:00:00,10,186,192
2023-11-09 13:00:00,1,161,411
2023-11-09 13:00:00,2,237,404
2023-11-09 13:00:00,3,236,374
2023-11-09 13:00:00,4,138,306
2023-11-09 13:00:00,5,162,277
2023-11-09 13:00:00,6,132,255
2023-11-09 13:00:00,7,163,245
2023-11-09 13:00:00,8,170,232
2023-11-09 13:00:00,9,142,211
2023-11-09 13:00:00,10,186,182
2023-11-09 14:00:00,1,237,481
2023-11-09 14:00:00,2,161,478
2023-11-09 14:00:00,3,138,393
2023-11-09 14:00:00,4,236,389
2023-11-09 14:00:00,5,132,356
2023-11-09 14:00:00,6,162,280
2023-11-09 14:00:00,7,170,244
2023-11-09 14:00:00,8,163,239
2023-11-09 14:00:00,9,239,230
2023-11-09 14:00:00,10,234,204
2023-11-09 15:00:00,1,161,478
2023-11-09 15:00:00,2,236,458
2023-11-09 15:00:00,3,237,458
2023-11-09 15:00:00,4,138,374
2023-11-09 15:00:00,5,132,331
2023-11-09 15:00:00,6,162,277
2023-11-09 15:00:00,7,68,230
2023-11-09 15:00:00,8,142,229
2023-11-09 15:00:00,9,163,227
2023-11-09 15:00:00,10,170,217
2023-11-09 16:00:00,1,237,467
2023-11-09 16:00:00,2,161,444
2023-11-09 16:00:00,3,236,427
2023-11-09 16:00:00,4,132,376
2023-11-09 16:00:00,5,138,330
2023-11-09 16:00:00,6,163,311
2023-11-09 16:00:00,7,170,274
2023-11-09 16:00:00,8,230,267
2023-11-09 16:00:00,9,162,263
2023-11-09 16:00:00,10,43,220
2023-11-09 17:00:00,1,237,531
2023-11-09 17:00:00,2,236,492
2023-11-09 17:00:00,3,161,453
2023-11-09 17:00:00,4,162,445
2023-11-09 17:00:00,5,163,352
2023-11-09 17:00:00,6,170,304
2023-11-09 17:00:00,7,142,296
2023-11-09 17:00:00,8,234,273
2023-11-09 17:00:00,9,138,263
2023-11-09 17:00:00,10,239,257
2023-11-09 18:00:00,1,237,614
2023-11-09 18:00:00,2,161,508
2023-11-09 18:00:00,3,236,500
2023-11-09 18:00:00,4,162,440
2023-11-09 18:00:00,5,170,341
2023-11-09 18:00:00,6,163,325
2023-11-09 18:00:00,7,138,318
2023-11-09 18:00:00,8,68,313
2023-11-09 18:00:00,9,142,313
2023-11-09 18:00:00,10,234,306
2023-11-09 19:00:00,1,237,578
2023-11-09 19:00:00,2,161,516
2023-11-09 19:00:00,3,162,384
2023-11-09 19:00:00,4,132,374
2023-11-09 19:00:00,5,236,313
2023-11-09 19:00:00,6,234,302
2023-11-09 19:00:00,7,170,298
2023-11-09 19:00:00,8,163,290
2023-11-09 19:00:00,9,68,267
2023-11-09 19:00:00,10,230,255
2023-11-09 20:00:00,1,161,600
2023-11-09 20:00:00,2,237,527
2023-11-09 20:00:00,3,162,390
2023-11-09 20:00:00,4,132,334
2023-11-09 20:00:00,5,138,334
2023-11-09 20:00:00,6,142,315
2023-11-09 20:00:00,7,163,311
2023-11-09 20:00:00,8,230,289
2023-11-09 20:00:00,9,234,276
2023-11-09 20:00:00,10,186,251
2023-11-09 21:00:00,1,142,533
2023-11-09 21:00:00,2,161,524
2023-11-09 21:00:00,3,237,483
2023-11-09 21:00:00,4,132,361
2023-11-09 21:00:00,5,162,355
2023-11-09 21:00:00,6,163,312
2023-11-09 21:00:00,7,138,285
2023-11-09 21:00:00,8,230,281
2023-11-09 21:00:00,9,234,270
2023-11-09 21:00:00,10,186,269
2023-11-09 22:00:00,1,237,502
2023-11-09 22:00:00,2,161,449
2023-11-09 22:00:00,3,79,335
2023-11-09 22:00:00,4,132,330
2023-11-09 22:00:00,5,162,324
2023-11-09 22:00:00,6,142,320
2023-11-09 22:00:00,7,163,286
2023-11-09 22:00:00,8,249,284
2023-11-09 22:00:00,9,230,269
2023-11-09 22:00:00,10,48,267
2023-11-09 23:00:00,1,249,343
2023-11-09 23:00:00,2,79,289
2023-11-09 23:00:00,3,132,288
2023-11-09 23:00:00,4,161,275
2023-11-09 23:00:00,5,48,254
2023-11-09 23:00:00,6,138,247
2023-11-09 23:00:00,7,230,247
2023-11-09 23:00:00,8,234,245
2023-11-09 23:00:00,9,114,221
2023-11-09 23:00:00,10,186,213
2023-11-10 00:00:00,1,249,271
2023-11-10 00:00:00,2,79,261
2023-11-10 00:00:00,3,114,230
2023-11-10 00:00:00,4,186,157
2023-11-10 00:00:00,5,234,156
2023-11-10 00:00:00,6,48,149
2023-11-10 00:00:00,7,132,147
2023-11-10 00:00:00,8,164,142
2023-11-10 00:00:00,9,148,127
2023-11-10 00:00:00,10,230,126
2023-11-10 01:00:00,1,249,188
2023-11-10 01:00:00,2,79,150
2023-11-10 01:00:00,3,114,126
2023-11-10 01:00:00,4,148,109
2023-11-10 01:00:00,5,48,106
2023-11-10 01:00:00,6,144,98
2023-11-10 01:00:00,7,234,83
2023-11-10 01:00:00,8,68,82
2023-11-10 01:00:00,9,230,63
2023-11-10 01:00:00,10,164,62
2023-11-10 02:00:00,1,249,100
2023-11-10 02:00:00,2,79,95
2023-11-10 02:00:00,3,114,89
2023-11-10 02:00:00,4,148,87
2023-11-10 02:00:00,5,68,63
2023-11-10 02:00:00,6,48,49
2023-11-10 02:00:00,7,144,49
2023-11-10 02:00:00,8,246,40
2023-11-10 02:00:00,9,164,37
2023-11-10 02:00:00,10,230,33
2023-11-10 03:00:00,1,249,68
2023-11-10 03:00:00,2,79,56
2023-11-10 03:00:00,3,48,50
2023-11-10 03:00:00,4,148,43
2023-11-10 03:00:00,5,144,37
2023-11-10 03:00:00,6,246,32
2023-11-10 03:00:00,7,230,30
2023-11-10 03:00:00,8,114,29
2023-11-10 03:00:00,9,164,29
2023-11-10 03:00:00,10,68,28
2023-11-10 04:00:00,1,148,41
2023-11-10 04:00:00,2,48,39
2023-11-10 04:00:00,3,79,33
2023-11-10 04:00:00,4,144,33
2023-11-10 04:00:00,5,132,28
2023-11-10 04:00:00,6,68,22
2023-11-10 04:00:00,7,114,22
2023-11-10 04:00:00,8,230,21
2023-11-10 04:00:00,9,164,19
2023-11-10 04:00:00,10,249,18
2023-11-10 05:00:00,1,132,73
2023-11-10 05:00:00,2,100,48
2023-11-10 05:00:00,3,186,45
2023-11-10 05:00:00,4,162,38
2023-11-10 05:00:00,5,48,37
2023-11-10 05:00:00,6,230,37
2023-11-10 05:00:00,7,161,28
2023-11-10 05:00:00,8,263,27
2023-11-10 05:00:00,9,239,26
2023-11-10 05:00:00,10,236,21
2023-11-10 06:00:00,1,132,203
2023-11-10 06:00:00,2,236,95
2023-11-10 06:00:00,3,186,88
2023-11-10 06:00:00,4,48,84
2023-11-10 06:00:00,5,162,66
2023-11-10 06:00:00,6,262,61
2023-11-10 06:00:00,7,100,56
2023-11-10 06:00:00,8,238,56
2023-11-10 06:00:00,9,263,56
2023-11-10 06:00:00,10,237,52
2023-11-10 07:00:00,1,236,216
2023-11-10 07:00:00,2,132,170
2023-11-10 07:00:00,3,237,143
2023-11-10 07:00:00,4,141,132
2023-11-10 07:00:00,5,262,129
2023-11-10 07:00:00,6,186,128
2023-11-10 07:00:00,7,238,124
2023-11-10 07:00:00,8,142,112
2023-11-10 07:00:00,9,239,108
2023-11-10 07:00:00,10,170,102
2023-11-10 08:00:00,1,236,305
2023-11-10 08:00:00,2,132,234
2023-11-10 08:00:00,3,237,216
2023-11-10 08:00:00,4,239,176
2023-11-10 08:00:00,5,238,160
2023-11-10 08:00:00,6,140,152
2023-11-10 08:00:00,7,186,150
2023-11-10 08:00:00,8,262,149
2023-11-10 08:00:00,9,162,137
2023-11-10 08:00:00,10,142,135
2023-11-10 09:00:00,1,236,317
2023-11-10 09:00:00,2,138,277
2023-11-10 09:00:00,3,237,274
2023-11-10 09:00:00,4,186,209
2023-11-10 09:00:00,5,239,180
2023-11-10 09:00:00,6,170,170
2023-11-10 09:00:00,7,238,164
2023-11-10 09:00:00,8,161,159
2023-11-10 09:00:00,9,141,155
2023-11-10 09:00:00,10,230,154
2023-11-10 10:00:00,1,236,342
2023-11-10 10:00:00,2,138,302
2023-11-10 10:00:00,3,237,293
2023-11-10 10:00:00,4,161,233
2023-11-10 10:00:00,5,186,212
2023-11-10 10:00:00,6,239,201
2023-11-10 10:00:00,7,230,196
2023-11-10 10:00:00,8,142,182
2023-11-10 10:00:00,9,170,176
2023-11-10 10:00:00,10,163,174
2023-11-10 11:00:00,1,237,378
2023-11-10 11:00:00,2,236,375
2023-11-10 11:00:00,3,161,314
2023-11-10 11:00:00,4,138,254
2023-11-10 11:00:00,5,162,252
2023-11-10 11:00:00,6,186,224
2023-11-10 11:00:00,7,239,195
2023-11-10 11:00:00,8,142,194
2023-11-10 11:00:00,9,68,190
2023-11-10 11:00:00,10,163,182
2023-11-10 12:00:00,1,237,385
2023-11-10 12:00:00,2,236,374
2023-11-10 12:00:00,3,161,316
2023-11-10 12:00:00,4,138,259
2023-11-10 12:00:00,5,162,231
2023-11-10 12:00:00,6,239,219
2023-11-10 12:00:00,7,142,200
2023-11-10 12:00:00,8,163,200
2023-11-10 12:00:00,9,43,185
2023-11-10 12:00:00,10,132,182
2023-11-10 13:00:00,1,237,390
2023-11-10 13:00:00,2,236,373
2023-11-10 13:00:00,3,138,351
2023-11-10 13:00:00,4,161,333
2023-11-10 13:00:00,5,132,250
2023-11-10 13:00:00,6,162,239
2023-11-10 13:00:00,7,186,237
2023-11-10 13:00:00,8,142,230
2023-11-10 13:00:00,9,163,226
2023-11-10 13:00:00,10,239,219
2023-11-10 14:00:00,1,237,491
2023-11-10 14:00:00,2,236,435
2023-11-10 14:00:00,3,161,429
2023-11-10 14:00:00,4,138,388
2023-11-10 14:00:00,5,132,342
2023-11-10 14:00:00,6,142,266
2023-11-10 14:00:00,7,162,245
2023-11-10 14:00:00,8,163,243
2023-11-10 14:00:00,9,239,229
2023-11-10 14:00:00,10,234,226
2023-11-10 15:00:00,1,236,522
2023-11-10 15:00:00,2,237,436
2023-11-10 15:00:00,3,132,406
2023-11-10 15:00:00,4,138,393
2023-11-10 15:00:00,5,161,368
2023-11-10 15:00:00,6,142,320
2023-11-10 15:00:00,7,43,244
2023-11-10 15:00:00,8,163,238
2023-11-10 15:00:00,9,162,236
2023-11-10 15:00:00,10,239,234
2023-11-10 16:00:00,1,161,465
2023-11-10 16:00:00,2,237,443
2023-11-10 16:00:00,3,132,412
2023-11-10 16:00:00,4,236,365
2023-11-10 16:00:00,5,142,323
2023-11-10 16:00:00,6,138,284
2023-11-10 16:00:00,7,163,254
2023-11-10 16:00:00,8,162,231
2023-11-10 16:00:00,9,186,231
2023-11-10 16:00:00,10,68,230
2023-11-10 17:00:00,1,161,538
2023-11-10 17:00:00,2,237,485
2023-11-10 17:00:00,3,236,434
2023-11-10 17:00:00,4,162,349
2023-11-10 17:00:00,5,163,297
2023-11-10 17:00:00,6,142,296
2023-11-10 17:00:00,7,186,277
2023-11-10 17:00:00,8,230,270
2023-11-10 17:00:00,9,239,267
2023-11-10 17:00:00,10,138,257
2023-11-10 18:00:00,1,237,466
2023-11-10 18:00:00,2,161,449
2023-11-10 18:00:00,3,236,447
2023-11-10 18:00:00,4,162,346
2023-11-10 18:00:00,5,142,327
2023-11-10 18:00:00,6,132,310
2023-11-10 18:00:00,7,186,295
2023-11-10 18:00:00,8,170,279
2023-11-10 18:00:00,9,163,273
2023-11-10 18:00:00,10,239,267
2023-11-10 19:00:00,1,161,396
2023-11-10 19:00:00,2,132,387
2023-11-10 19:00:00,3,237,366
2023-11-10 19:00:00,4,162,330
2023-11-10 19:00:00,5,236,304
2023-11-10 19:00:00,6,138,301
2023-11-10 19:00:00,7,170,291
2023-11-10 19:00:00,8,234,249
2023-11-10 19:00:00,9,142,242
2023-11-10 19:00:00,10,68,239
2023-11-10 20:00:00,1,237,339
2023-11-10 20:00:00,2,161,273
2023-11-10 20:00:00,3,132,270
2023-11-10 20:00:00,4,163,238
2023-11-10 20:00:00,5,138,231
2023-11-10 20:00:00,6,234,231
2023-11-10 20:00:00,7,236,230
2023-11-10 20:00:00,8,142,226
2023-11-10 20:00:00,9,249,220
2023-11-10 20:00:00,10,162,218
2023-11-10 21:00:00,1,132,363
2023-11-10 21:00:00,2,142,346
2023-11-10 21:00:00,3,237,332
2023-11-10 21:00:00,4,249,291
2023-11-10 21:00:00,5,161,282
2023-11-10 21:00:00,6,48,248
2023-11-10 21:00:00,7,239,241
2023-11-10 21:00:00,8,79,239
2023-11-10 21:00:00,9,138,228
2023-11-10 21:00:00,10,162,226
2023-11-10 22:00:00,1,142,563
2023-11-10 22:00:00,2,237,352
2023-11-10 22:00:00,3,249,343
2023-11-10 22:00:00,4,79,331
2023-11-10 22:00:00,5,161,305
2023-11-10 22:00:00,6,132,301
2023-11-10 22:00:00,7,162,248
2023-11-10 22:00:00,8,230,241
2023-11-10 22:00:00,9,234,235
2023-11-10 22:00:00,10,48,226
2023-11-10 23:00:00,1,249,459
2023-11-10 23:00:00,2,79,429
2023-11-10 23:00:00,3,48,324
2023-11-10 23:00:00,4,114,290
2023-11-10 23:00:00,5,142,275
2023-11-10 23:00:00,6,164,246
2023-11-10 23:00:00,7,163,241
2023-11-10 23:00:00,8,161,231
2023-11-10 23:00:00,9,132,219
2023-11-10 23:00:00,10,234,219
2023-11-11 00:00:00,1,79,644
2023-11-11 00:00:00,2,249,557
2023-11-11 00:00:00,3,148,342
2023-11-11 00:00:00,4,114,331
2023-11-11 00:00:00,5,48,260
2023-11-11 00:00:00,6,107,208
2023-11-11 00:00:00,7,234,207
2023-11-11 00:00:00,8,90,197
2023-11-11 00:00:00,9,164,193
2023-11-11 00:00:00,10,68,189
2023-11-11 01:00:00,1,79,661
2023-11-11 01:00:00,2,249,518
2023-11-11 01:00:00,3,148,467
2023-11-11 01:00:00,4,114,373
2023-11-11 01:00:00,5,48,220
2023-11-11 01:00:00,6,158,204
2023-11-11 01:00:00,7,107,172
2023-11-11 01:00:00,8,144,160
2023-11-11 01:00:00,9,164,157
2023-11-11 01:00:00,10,234,152
2023-11-11 02:00:00,1,79,514
2023-11-11 02:00:00,2,148,410
2023-11-11 02:00:00,3,249,362
2023-11-11 02:00:00,4,114,342
2023-11-11 02:00:00,5,144,165
2023-11-11 02:00:00,6,158,153
2023-11-11 02:00:00,7,48,152
2023-11-11 02:00:00,8,107,110
2023-11-11 02:00:00,9,211,100
2023-11-11 02:00:00,10,90,99
2023-11-11 03:00:00,1,79,321
2023-11-11 03:00:00,2,148,246
2023-11-11 03:00:00,3,249,237
2023-11-11 03:00:00,4,114,166
2023-11-11 03:00:00,5,68,107
2023-11-11 03:00:00,6,246,105
2023-11-11 03:00:00,7,144,99
2023-11-11 03:00:00,8,48,94
2023-11-11 03:00:00,9,158,79
2023-11-11 03:00:00,10,211,63
2023-11-11 04:00:00,1,79,113
2023-11-11 04:00:00,2,148,106
2023-11-11 04:00:00,3,48,70
2023-11-11 04:00:00,4,249,58
2023-11-11 04:00:00,5,144,49
2023-11-11 04:00:00,6,230,47
2023-11-11 04:00:00,7,68,45
2023-11-11 04:00:00,8,246,45
2023-11-11 04:00:00,9,231,40
2023-11-11 04:00:00,10,164,36
2023-11-11 05:00:00,1,132,56
2023-11-11 05:00:00,2,48,28
2023-11-11 05:00:00,3,186,28
2023-11-11 05:00:00,4,230,25
2023-11-11 05:00:00,5,170,20
2023-11-11 05:00:00,6,162,17
2023-11-11 05:00:00,7,79,16
2023-11-11 05:00:00,8,161,16
2023-11-11 05:00:00,9,100,15
2023-11-11 05:00:00,10,107,14
2023-11-11 06:00:00,1,132,95
2023-11-11 06:00:00,2,48,35
2023-11-11 06:00:00,3,186,33
2023-11-11 06:00:00,4,263,33
2023-11-11 06:00:00,5,100,32
2023-11-11 06:00:00,6,236,30
2023-11-11 06:00:00,7,162,28
2023-11-11 06:00:00,8,238,27
2023-11-11 06:00:00,9,68,24
2023-11-11 06:00:00,10,107,23
2023-11-11 07:00:00,1,132,170
2023-11-11 07:00:00,2,236,61
2023-11-11 07:00:00,3,141,55
2023-11-11 07:00:00,4,239,48
2023-11-11 07:00:00,5,237,45
2023-11-11 07:00:00,6,186,44
2023-11-11 07:00:00,7,230,44
2023-11-11 07:00:00,8,263,43
2023-11-11 07:00:00,9,162,39
2023-11-11 07:00:00,10,48,38
2023-11-11 08:00:00,1,236,133
2023-11-11 08:00:00,2,132,125
2023-11-11 08:00:00,3,239,110
2023-11-11 08:00:00,4,230,104
2023-11-11 08:00:00,5,237,98
2023-11-11 08:00:00,6,170,95
2023-11-11 08:00:00,7,262,83
2023-11-11 08:00:00,8,186,80
2023-11-11 08:00:00,9,162,79
2023-11-11 08:00:00,10,238,76
2023-11-11 09:00:00,1,236,177
2023-11-11 09:00:00,2,237,164
2023-11-11 09:00:00,3,239,161
2023-11-11 09:00:00,4,230,141
2023-11-11 09:00:00,5,238,131
2023-11-11 09:00:00,6,186,130
2023-11-11 09:00:00,7,132,126
2023-11-11 09:00:00,8,142,119
2023-11-11 09:00:00,9,138,117
2023-11-11 09:00:00,10,163,110
2023-11-11 10:00:00,1,237,226
2023-11-11 10:00:00,2,236,214
2023-11-11 10:00:00,3,138,198
2023-11-11 10:00:00,4,239,184
2023-11-11 10:00:00,5,141,182
2023-11-11 10:00:00,6,170,165
2023-11-11 10:00:00,7,230,165
2023-11-11 10:00:00,8,186,160
2023-11-11 10:00:00,9,142,144
2023-11-11 10:00:00,10,162,142
2023-11-11 11:00:00,1,237,285
2023-11-11 11:00:00,2,236,279
2023-11-11 11:00:00,3,239,220
2023-11-11 11:00:00,4,186,217
2023-11-11 11:00:00,5,162,203
2023-11-11 11:00:00,6,141,200
2023-11-11 11:00:00,7,142,192
2023-11-11 11:00:00,8,230,187
2023-11-11 11:00:00,9,68,176
2023-11-11 11:00:00,10,161,167
2023-11-11 12:00:00,1,236,350
2023-11-11 12:00:00,2,237,315
2023-11-11 12:00:00,3,239,238
2023-11-11 12:00:00,4,162,221
2023-11-11 12:00:00,5,142,213
2023-11-11 12:00:00,6,163,191
2023-11-11 12:00:00,7,68,185
2023-11-11 12:00:00,8,138,184
2023-11-11 12:00:00,9,186,181
2023-11-11 12:00:00,10,43,177
2023-11-11 13:00:00,1,237,353
2023-11-11 13:00:00,2,236,308
2023-11-11 13:00:00,3,132,276
2023-11-11 13:00:00,4,239,258
2023-11-11 13:00:00,5,142,252
2023-11-11 13:00:00,6,186,199
2023-11-11 13:00:00,7,170,198
2023-11-11 13:00:00,8,141,196
2023-11-11 13:00:00,9,163,188
2023-11-11 13:00:00,10,43,178
2023-11-11 14:00:00,1,237,399
2023-11-11 14:00:00,2,132,329
2023-11-11 14:00:00,3,236,317
2023-11-11 14:00:00,4,142,247
2023-11-11 14:00:00,5,161,244
2023-11-11 14:00:00,6,239,220
2023-11-11 14:00:00,7,68,197
2023-11-11 14:00:00,8,234,196
2023-11-11 14:00:00,9,43,191
2023-11-11 14:00:00,10,162,189
2023-11-11 15:00:00,1,237,421
2023-11-11 15:00:00,2,236,338
2023-11-11 15:00:00,3,132,333
2023-11-11 15:00:00,4,161,324
2023-11-11 15:00:00,5,43,281
2023-11-11 15:00:00,6,142,266
2023-11-11 15:00:00,7,234,258
2023-11-11 15:00:00,8,138,248
2023-11-11 15:00:00,9,239,244
2023-11-11 15:00:00,10,163,227
2023-11-11 16:00:00,1,237,467
2023-11-11 16:00:00,2,161,368
2023-11-11 16:00:00,3,132,308
2023-11-11 16:00:00,4,236,305
2023-11-11 16:00:00,5,43,267
2023-11-11 16:00:00,6,142,267
2023-11-11 16:00:00,7,239,257
2023-11-11 16:00:00,8,234,234
2023-11-11 16:00:00,9,230,231
2023-11-11 16:00:00,10,163,220
2023-11-11 17:00:00,1,237,418
2023-11-11 17:00:00,2,161,364
2023-11-11 17:00:00,3,236,350
2023-11-11 17:00:00,4,239,292
2023-11-11 17:00:00,5,142,287
2023-11-11 17:00:00,6,162,273
2023-11-11 17:00:00,7,163,255
2023-11-11 17:00:00,8,132,235
2023-11-11 17:00:00,9,234,226
2023-11-11 17:00:00,10,230,224
2023-11-11 18:00:00,1,236,395
2023-11-11 18:00:00,2,237,391
2023-11-11 18:00:00,3,161,372
2023-11-11 18:00:00,4,142,313
2023-11-11 18:00:00,5,141,269
2023-11-11 18:00:00,6,170,254
2023-11-11 18:00:00,7,239,254
2023-11-11 18:00:00,8,234,252
2023-11-11 18:00:00,9,163,249
2023-11-11 18:00:00,10,249,239
2023-11-11 19:00:00,1,237,404
2023-11-11 19:00:00,2,132,360
2023-11-11 19:00:00,3,161,333
2023-11-11 19:00:00,4,236,321
2023-11-11 19:00:00,5,79,287
2023-11-11 19:00:00,6,142,274
2023-11-11 19:00:00,7,170,269
2023-11-11 19:00:00,8,239,255
2023-11-11 19:00:00,9,249,252
2023-11-11 19:00:00,10,141,249
2023-11-11 20:00:00,1,132,285
2023-11-11 20:00:00,2,237,280
2023-11-11 20:00:00,3,249,278
2023-11-11 20:00:00,4,79,272
2023-11-11 20:00:00,5,161,239
2023-11-11 20:00:00,6,234,215
2023-11-11 20:00:00,7,236,213
2023-11-11 20:00:00,8,142,197
2023-11-11 20:00:00,9,141,190
2023-11-11 20:00:00,10,170,178
2023-11-11 21:00:00,1,249,343
2023-11-11 21:00:00,2,79,313
2023-11-11 21:00:00,3,142,311
2023-11-11 21:00:00,4,132,293
2023-11-11 21:00:00,5,239,264
2023-11-11 21:00:00,6,48,254
2023-11-11 21:00:00,7,161,235
2023-11-11 21:00:00,8,237,229
2023-11-11 21:00:00,9,107,222
2023-11-11 21:00:00,10,234,211
2023-11-11 22:00:00,1,142,472
2023-11-11 22:00:00,2,79,420
2023-11-11 22:00:00,3,249,390
2023-11-11 22:00:00,4,161,374
2023-11-11 22:00:00,5,230,281
2023-11-11 22:00:00,6,48,275
2023-11-11 22:00:00,7,237,270
2023-11-11 22:00:00,8,132,261
2023-11-11 22:00:00,9,114,252
2023-11-11 22:00:00,10,107,227
2023-11-11 23:00:00,1,79,469
2023-11-11 23:00:00,2,142,424
2023-11-11 23:00:00,3,249,418
2023-11-11 23:00:00,4,48,360
2023-11-11 23:00:00,5,161,285
2023-11-11 23:00:00,6,234,251
2023-11-11 23:00:00,7,230,242
2023-11-11 23:00:00,8,114,236
2023-11-11 23:00:00,9,107,228
2023-11-11 23:00:00,10,148,206
2023-11-12 00:00:00,1,79,561
2023-11-12 00:00:00,2,249,404
2023-11-12 00:00:00,3,48,339
2023-11-12 00:00:00,4,148,318
2023-11-12 00:00:00,5,164,277
2023-11-12 00:00:00,6,107,222
2023-11-12 00:00:00,7,114,219
2023-11-12 00:00:00,8,68,199
2023-11-12 00:00:00,9,142,192
2023-11-12 00:00:00,10,90,179
2023-11-12 01:00:00,1,79,661
2023-11-12 01:00:00,2,249,473
2023-11-12 01:00:00,3,148,403
2023-11-12 01:00:00,4,114,324
2023-11-12 01:00:00,5,48,234
2023-11-12 01:00:00,6,144,173
2023-11-12 01:00:00,7,107,172
2023-11-12 01:00:00,8,158,158
2023-11-12 01:00:00,9,164,150
2023-11-12 01:00:00,10,68,143
2023-11-12 02:00:00,1,79,554
2023-11-12 02:00:00,2,148,413
2023-11-12 02:00:00,3,249,346
2023-11-12 02:00:00,4,114,315
2023-11-12 02:00:00,5,48,172
2023-11-12 02:00:00,6,144,164
2023-11-12 02:00:00,7,158,149
2023-11-12 02:00:00,8,107,120
2023-11-12 02:00:00,9,90,107
2023-11-12 02:00:00,10,246,94
2023-11-12 03:00:00,1,79,364
2023-11-12 03:00:00,2,148,271
2023-11-12 03:00:00,3,249,217
2023-11-12 03:00:00,4,114,177
2023-11-12 03:00:00,5,144,149
2023-11-12 03:00:00,6,48,129
2023-11-12 03:00:00,7,246,119
2023-11-12 03:00:00,8,158,97
2023-11-12 03:00:00,9,68,85
2023-11-12 03:00:00,10,107,77
2023-11-12 04:00:00,1,79,140
2023-11-12 04:00:00,2,148,124
2023-11-12 04:00:00,3,246,103
2023-11-12 04:00:00,4,48,88
2023-11-12 04:00:00,5,68,76
2023-11-12 04:00:00,6,164,71
2023-11-12 04:00:00,7,249,62
2023-11-12 04:00:00,8,114,61
2023-11-12 04:00:00,9,144,58
2023-11-12 04:00:00,10,107,49
2023-11-12 05:00:00,1,230,51
2023-11-12 05:00:00,2,48,45
2023-11-12 05:00:00,3,132,45
2023-11-12 05:00:00,4,164,37
2023-11-12 05:00:00,5,68,27
2023-11-12 05:00:00,6,161,23
2023-11-12 05:00:00,7,162,22
2023-11-12 05:00:00,8,79,20
2023-11-12 05:00:00,9,186,20
2023-11-12 05:00:00,10,170,19
2023-11-12 06:00:00,1,132,147
2023-11-12 06:00:00,2,230,51
2023-11-12 06:00:00,3,162,40
2023-11-12 06:00:00,4,161,37
2023-11-12 06:00:00,5,263,33
2023-11-12 06:00:00,6,186,32
2023-11-12 06:00:00,7,48,31
2023-11-12 06:00:00,8,238,28
2023-11-12 06:00:00,9,236,26
2023-11-12 06:00:00,10,164,25
2023-11-12 07:00:00,1,132,173
2023-11-12 07:00:00,2,230,70
2023-11-12 07:00:00,3,161,58
2023-11-12 07:00:00,4,238,53
2023-11-12 07:00:00,5,162,44
2023-11-12 07:00:00,6,236,44
2023-11-12 07:00:00,7,239,44
2023-11-12 07:00:00,8,48,38
2023-11-12 07:00:00,9,163,38
2023-11-12 07:00:00,10,141,37
2023-11-12 08:00:00,1,132,167
2023-11-12 08:00:00,2,230,110
2023-11-12 08:00:00,3,161,86
2023-11-12 08:00:00,4,236,86
2023-11-12 08:00:00,5,239,79
2023-11-12 08:00:00,6,238,69
2023-11-12 08:00:00,7,48,66
2023-11-12 08:00:00,8,262,65
2023-11-12 08:00:00,9,162,62
2023-11-12 08:00:00,10,237,62
2023-11-12 09:00:00,1,230,177
2023-11-12 09:00:00,2,236,152
2023-11-12 09:00:00,3,132,149
2023-11-12 09:00:00,4,138,138
2023-11-12 09:00:00,5,237,135
2023-11-12 09:00:00,6,162,127
2023-11-12 09:00:00,7,239,127
2023-11-12 09:00:00,8,161,126
2023-11-12 09:00:00,9,163,115
2023-11-12 09:00:00,10,142,105
2023-11-12 10:00:00,1,236,237
2023-11-12 10:00:00,2,230,220
2023-11-12 10:00:00,3,138,214
2023-11-12 10:00:00,4,237,203
2023-11-12 10:00:00,5,132,199
2023-11-12 10:00:00,6,239,192
2023-11-12 10:00:00,7,161,184
2023-11-12 10:00:00,8,162,169
2023-11-12 10:00:00,9,238,159
2023-11-12 10:00:00,10,170,153
2023-11-12 11:00:00,1,236,266
2023-11-12 11:00:00,2,186,256
2023-11-12 11:00:00,3,161,255
2023-11-12 11:00:00,4,237,246
2023-11-12 11:00:00,5,230,231
2023-11-12 11:00:00,6,239,231
2023-11-12 11:00:00,7,162,216
2023-11-12 11:00:00,8,142,200
2023-11-12 11:00:00,9,163,191
2023-11-12 11:00:00,10,68,182
2023-11-12 12:00:00,1,236,315
2023-11-12 12:00:00,2,237,275
2023-11-12 12:00:00,3,161,274
2023-11-12 12:00:00,4,138,268
2023-11-12 12:00:00,5,186,233
2023-11-12 12:00:00,6,162,230
2023-11-12 12:00:00,7,239,224
2023-11-12 12:00:00,8,142,206
2023-11-12 12:00:00,9,230,204
2023-11-12 12:00:00,10,141,198
2023-11-12 13:00:00,1,237,327
2023-11-12 13:00:00,2,132,302
2023-11-12 13:00:00,3,161,298
2023-11-12 13:00:00,4,239,282
2023-11-12 13:00:00,5,236,257
2023-11-12 13:00:00,6,186,248
2023-11-12 13:00:00,7,138,241
